contribution,story,title,range,doctor,airdate,runtime,resume,cast,crew,quotes,Physical Retail ISBN,Digital Retail ISBN,Production Code,cover,trailer,url
korgana,24,Torchwood: Deadbeat Escape,Torchwood - Monthly Range,,2018-8,62,"{'en': '""Welcome to the Traveller\'s Halt. You\'re in luck - we have one room left. My name is Bilis Manger. Let me show you to your room.""\n**This title will be going out of print when current CD stocks have been sold**', 'pt': ''}","[{'actor': 'Murray Melvin', 'role': 'Billis Manger'}, {'actor': 'Cara Chase', 'role': 'Grace'}, {'actor': 'Gareth Pierce', 'role': 'Hywel Roberts'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Llewellyn'}, {'role': 'Sound Design by', 'person': 'Richard Fox @ FoxYason Studios'}, {'role': 'Sound Design by', 'person': 'Lauren Yason @ FoxYason Studios'}, {'role': 'Written by', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78703-471-6,978-1-78703-472-3,BFPTWCD24,https://www.bigfinish.com/image/release/1710/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-deadbeat-escape-1710
korgana,23,Torchwood: Instant Karma,Torchwood - Monthly Range,,2018-7,61,"{'en': 'Imagine. All those people. The ones who make each day that little bit harder. That little bit more unbearable.\nImagine if you could silence them. Just by looking at them.\nI mean, just imagine. If you could do that. To all the people who annoy you. Would you do it?\n**This title will be going out of print when current CD stocks have been sold**', 'pt': ''}","[{'actor': 'Naoko Mori', 'role': 'Toshiko Sato'}, {'actor': 'Jonny Dixon', 'role': 'Simon'}, {'actor': 'Ross Ford', 'role': 'Chav'}, {'actor': 'Simon Ludders', 'role': 'Policeman'}, {'actor': 'Sara McGaughey', 'role': 'Janet'}, {'actor': 'Liz Sutherland-Lim', 'role': 'Daphne'}, {'actor': 'Duncan Wisbey', 'role': 'Jolly Otter'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Lisa Bowerman'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Llewellyn'}, {'role': 'Sound Design by', 'person': 'Richard Fox @ FoxYason Studios'}, {'role': 'Sound Design by', 'person': 'Lauren Yason @ FoxYason Studios'}, {'role': 'Written by', 'person': 'Jonathan Morris'}, {'role': 'Written by', 'person': 'David Llewellyn'}, {'role': 'Written by', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78703-469-3,978-1-78703-470-9,BFPTWCD23,https://www.bigfinish.com/image/release/1709/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-instant-karma-1709
korgana,69,Torchwood: Double Part 1,Torchwood - Monthly Range,,2023-1,60,"{'en': ""1970s London is a place of suspicion and murder. The assassination of an entire embassy comes to the attention of Torchwood.\nThere's a global energy crisis. There's an alien invasion. Petrochemical companies are subject to hostile take overs by the mysterious Nessoil. Extremely hostile take overs.\nRoberta Craven was once a spy. Now she's broken. But she can still see the patterns in the world. And they're closing in around her."", 'pt': ''}","[{'actor': 'Louise Jameson', 'role': 'Roberta Craven'}, {'actor': 'Omari Douglas', 'role': 'Neal Hart'}, {'actor': 'Don Gilét', 'role': 'Herman Baker'}, {'actor': 'Emma Lowndes', 'role': 'Patty'}]","[{'role': 'Senior Producer', 'person': 'David Richardson'}, {'role': 'Senior Producer', 'person': 'John Ainsworth'}, {'role': 'Additional themes by', 'person': 'Ben Foster'}, {'role': 'Cover Art by', 'person': 'Sean Longmore'}, {'role': 'Director', 'person': 'Barnaby Edwards'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'James Goss'}, {'role': 'Sound Design by', 'person': 'Toby Hrycek-Robinson'}, {'role': 'Written by', 'person': 'Guy Adams'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-83868-810-3,978-1-83868-811-0,BFPTWCD69,https://www.bigfinish.com/image/release/2563/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-double-part-1-2563
korgana,21,Torchwood: We Always Get Out Alive,Torchwood - Monthly Range,,2018-5,57,"{'en': ""Gwen Cooper and Rhys Williams are on the run from a cataclysm. They're the only survivors, and they're driving away from the disaster as fast as they can. They've got to get away, they've got to warn the authorities, and they just can't be late for the babysitter again.\nDim problem. After all, they're Torchwood and they always get out alive. But this time there's something in the car with them. Isn't there?\n**This title will be going out of print when current CD stocks have been sold**"", 'pt': ''}","[{'actor': 'Eve Myles', 'role': 'Gwen Cooper'}, {'actor': 'Kai Owen', 'role': 'Rhys Williams'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Llewellyn'}, {'role': 'Sound Design by', 'person': 'Richard Fox @ FoxYason Studios'}, {'role': 'Written by', 'person': 'Guy Adams'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}, {'role': 'Additional themes by', 'person': 'Ben Foster'}]","[{'en': '', 'pt': ''}]",978-1-78703-465-5,978-1-78703-466-2,BFPTWCD21,https://www.bigfinish.com/image/release/1707/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-we-always-get-out-alive-1707
korgana,20,Torchwood: The Last Beacon,Torchwood - Monthly Range,,2018-4,68,"{'en': 'A signal in a Welsh mountain is calling an ancient battlefleet to Earth. Owen Harper and Ianto Jones head up into the Brecons to stop it.\nThe problem is - Ianto really loves camping.\n**THIS TITLE IS NOW OUT OF PRINT ON CD**', 'pt': ''}","[{'actor': 'Burn Gorman', 'role': 'Owen Harper'}, {'actor': 'Gareth David-Lloyd', 'role': 'Ianto Jones'}, {'actor': 'Laura Dalgleish', 'role': 'Receptionist'}, {'actor': 'Ellie Darvill', 'role': 'Pat'}, {'actor': 'Richard Elfyn', 'role': 'Ryan'}, {'actor': 'Daniel Hawksford', 'role': 'Bryn'}, {'actor': 'Marilyn Le Conte', 'role': ""Ianto's Nan""}, {'actor': ""Charlotte O'Leary"", 'role': 'Kerys'}, {'actor': 'Kristy Philipps', 'role': 'Jemma'}, {'actor': 'Luke Williams', 'role': 'Brogan'}, {'actor': 'Rick Yale', 'role': 'Bashy'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Llewellyn'}, {'role': 'Sound Design by', 'person': 'Richard Fox @ FoxYason Studios'}, {'role': 'Written by', 'person': 'Gareth David-Lloyd'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}, {'role': 'Additional themes by', 'person': 'Ben Foster'}]","[{'en': '', 'pt': ''}]",978-1-78703-247-7,978-1-78703-248-4,BFPTWCD20,https://www.bigfinish.com/image/release/1706/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-the-last-beacon-1706
korgana,10,Torchwood: Moving Target,Torchwood - Monthly Range,,2016-6,64,"{'en': ""Suzie Costello would never describe herself as a hero. Not even if she were the last woman on Earth. Turns out, she's the second last woman on Earth, and that'll just have to do.\nWith the Earth frozen in time, Suzie becomes locked in a battle to save the planet and the life of Alex, the last woman alive. Hunted by alien warriors, and, with every hour that doesn't pass, the stakes are only getting higher.\nSuzie Costello would never describe herself as a hero. But she would say she's someone who always makes the right choices. Wouldn't she?\n**This title will be going out of print on CD when current stocks have been sold**"", 'pt': ''}","[{'actor': 'Indira Varma', 'role': 'Suzie Costello'}, {'actor': 'Nicholas Burns', 'role': 'Referee'}, {'actor': 'Naomi McDonald', 'role': 'Alex'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Steve Tribe'}, {'role': 'Sound Design by', 'person': 'Steve Foxon'}, {'role': 'Written by', 'person': 'Guy Adams'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78575-213-1,978-1-78575-214-8,BFPTWCD10,https://www.bigfinish.com/image/release/1392/large.jpg,https://www.youtube.com/embed/A3rJNPzTrjs,https://www.bigfinish.com/releases/v/torchwood-moving-target-1392
korgana,70,Torchwood: Double Part 2,Torchwood - Monthly Range,,2023-1,60,"{'en': ""A lot of people have died, and not for the first time in her life, Roberta Craven has changed sides.\nTravelling the world with a dead man, she's negotiating world peace. Or is she starting a world war?\nThe Autons are coming. And Torchwood won't stop them..."", 'pt': ''}","[{'actor': 'Louise Jameson', 'role': 'Roberta Craven'}, {'actor': 'Omari Douglas', 'role': 'Neal Hart'}, {'actor': 'Don Gilét', 'role': 'Herman Baker'}, {'actor': 'Emma Lowndes', 'role': 'Patty'}]","[{'role': 'Senior Producer', 'person': 'John Ainsworth'}, {'role': 'Senior Producer', 'person': 'David Richardson'}, {'role': 'Additional themes by', 'person': 'Ben Foster'}, {'role': 'Cover Art by', 'person': 'Sean Longmore'}, {'role': 'Director', 'person': 'Barnaby Edwards'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'James Goss'}, {'role': 'Sound Design by', 'person': 'Toby Hrycek-Robinson'}, {'role': 'Written by', 'person': 'Guy Adams'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-83868-812-7,978-1-83868-813-4,BFPTWCD70,https://www.bigfinish.com/image/release/2564/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-double-part-2-2564
korgana,19,Torchwood: The Death of Captain Jack,Torchwood - Monthly Range,,2018-3,71,"{'en': ""Captain Jack is finally dying, and it's time for his oldest friend to visit his deathbed. King John has come to tell him a story. The story of the life he should have had.\nIt's the story of Alexander the Great, sinking ships, falling empires, robot dinosaurs, and alien invasions. It's a story of love, royal weddings, murder, mass murder, genocide, and very tight trousers.\nIt's the story of the life of Captain John and it's the story of Torchwood. Be careful what you wish for.\n**This title will be going out of print when current CD stocks have been sold**"", 'pt': ''}","[{'actor': 'John Barrowman', 'role': 'Captain Jack Harness'}, {'actor': 'James Marsters', 'role': 'Captain John Hart'}, {'actor': 'Samuel Barnett', 'role': 'Norton Folgate'}, {'actor': 'Rowena Cooper', 'role': 'Queen Victoria'}, {'actor': 'Aly Cruickshank', 'role': 'Alexander the Great'}, {'actor': 'Gareth David-Lloyd', 'role': 'Ianto Jones'}, {'actor': 'Richard Elfyn', 'role': 'Field Marshal'}, {'actor': 'Marilyn Le Conte', 'role': 'Catherine the Great'}, {'actor': 'Eve Myles', 'role': 'Gwen Cooper'}, {'actor': 'Kai Owen', 'role': 'Rhys Williams'}, {'actor': 'Kristy Philipps', 'role': 'Royal Servant'}, {'actor': 'Tom Price', 'role': 'Sgt Andy'}, {'actor': 'Kerry Joy Stewart', 'role': 'Flat Holm Doctor'}, {'actor': 'Luke Williams', 'role': 'Hephaeston'}, {'actor': 'Rick Yale', 'role': 'Christopher Marlowe'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Llewellyn'}, {'role': 'Sound Design by', 'person': 'Rob Harvey'}, {'role': 'Written by', 'person': 'David Llewellyn'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78703-241-5,978-1-78703-242-2,BFPTWCD19,https://www.bigfinish.com/image/release/1705/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-the-death-of-captain-jack-1705
korgana,22,Torchwood: Goodbye Piccadilly,Torchwood - Monthly Range,,2018-6,60,"{'en': ""Sgt Andy Davidson wakes up in the 1950s. He's chained to a bed, his clothes are missing and the building's on fire. Norton Folgate needs his help.\nThe streets of Soho are swarming with gangsters, rumours and betrayals. Somewhere out there is a mysterious alien artefact, and Andy and Norton have to get to it first. Because tonight they're going to save Torchwood.\n**This title will be going out of print when current CD stocks have been sold**"", 'pt': ''}","[{'actor': 'Samuel Barnett', 'role': 'Norton Folgate'}, {'actor': 'Tom Price', 'role': 'Sergeant Andy Davidson'}, {'actor': 'Rachel Atkins', 'role': 'Margot'}, {'actor': 'Liam Hourican', 'role': 'The Vicar'}, {'actor': 'Wilf Scolding', 'role': 'Alejandro'}, {'actor': 'Lucy Sheen', 'role': 'Fat Kim'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Llewellyn'}, {'role': 'Sound Design by', 'person': 'Thea Cochrane'}, {'role': 'Written by', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78703-467-9,978-1-78703-468-6,BFPTWCD22,https://www.bigfinish.com/image/release/1708/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-goodbye-piccadilly-1708
korgana,73,Torchwood: Launch Date,Torchwood - Monthly Range,,2023-4,60,"{'en': ""Ianto meddles in his best mate's love life.\nFurther story details to follow."", 'pt': ''}","[{'actor': 'Gareth David-Lloyd', 'role': 'Ianto Jones'}]","[{'role': 'Director', 'person': 'Lisa Bowerman'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Winfield'}, {'role': 'Written by', 'person': 'Aaron Lamont'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-80240-018-2,978-1-80240-019-9,BFPTWCD73,https://www.bigfinish.com/image/release/2745/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-launch-date-2745
korgana,75,Torchwood 75 TBA,Torchwood - Monthly Range,,2023-9,60,"{'en': 'Story details to be announced.', 'pt': ''}",,"[{'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-80240-022-9,978-1-80240-023-6,BFPTWCD75,https://www.bigfinish.com/image/release/2747/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-75-tba-2747
korgana,11,Torchwood: Broken,Torchwood - Monthly Range,,2016-7,69,"{'en': ""Whenever Ianto Jones has a tough day at work, he has somewhere he can hide. And, for Ianto Jones, it's always a tough day at work.\nHis girlfriend is dead, his colleagues don't trust him, and his boss... his boss is something else. With no friends in the world, and his life in danger every day, is it any wonder that at night, Ianto Jones goes to the pub?\nIanto's local becomes somewhere where he feels safe. Safe from his demons, safe from his life, safe from Torchwood. Until one evening, Captain Jack Harkness walks into a bar...\n**This title will be going out of print on CD when current stocks have been sold**"", 'pt': ''}","[{'actor': 'John Barrowman', 'role': 'Captain Jack Harkness'}, {'actor': 'Gareth David-Lloyd', 'role': 'Ianto Jones'}, {'actor': 'Ross Ford', 'role': 'The Saviour'}, {'actor': 'Eiry Thomas', 'role': 'Glenda'}, {'actor': 'Melanie Walters', 'role': 'Mandy Albiston'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Steve Tribe'}, {'role': 'Sound Design by', 'person': 'Steve Foxon'}, {'role': 'Written by', 'person': 'Joseph Lidster'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78575-215-5,978-1-78575-216-2,BFPTWCD11,https://www.bigfinish.com/image/release/1393/large.jpg,https://www.youtube.com/embed/11w4So9XgsE,https://www.bigfinish.com/releases/v/torchwood-broken-1393
korgana,76,Torchwood 76 TBA,Torchwood - Monthly Range,,2023-10,60,"{'en': 'Story details to be announced.', 'pt': ''}",,"[{'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-80240-024-3,978-1-80240-025-0,BFPTWCD76,https://www.bigfinish.com/image/release/2748/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-76-tba-2748
korgana,71,Torchwood: The Last Love Song of Suzie Costello,Torchwood - Monthly Range,,2023-2,60,"{'en': 'An island has appeared in the North Atlantic Ocean. Suzie Costello comes to investigate and finds a crashed spaceship on the seabed. Inside the spaceship is a mystery. And also something Suzie has never dreamed of...', 'pt': ''}","[{'actor': 'Indira Varma', 'role': 'Suzie Costello'}, {'actor': 'James Backway', 'role': 'Anwir'}, {'actor': 'Danielle Kassaraté', 'role': 'Magda and Orion'}]","[{'role': 'Senior Producer', 'person': 'John Ainsworth'}, {'role': 'Senior Producer', 'person': 'David Richardson'}, {'role': 'Additional themes by', 'person': 'Ben Foster'}, {'role': 'Cover Art by', 'person': 'Sean Longmore'}, {'role': 'Director', 'person': 'Steven Kavuma'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Lauren Mooney'}, {'role': 'Sound Design by', 'person': ""Shane O'Byrne @ The Soundhouse""}, {'role': 'Written by', 'person': 'Rafaella Marcus'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-83868-814-1,978-1-83868-815-8,BFPTWCD71,https://www.bigfinish.com/image/release/2565/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-the-last-love-song-of-suzie-costello-2565
korgana,65,Torchwood: Death in Venice,Torchwood - Monthly Range,,2022-9,77,"{'en': ""Dorothy McShane once travelled with the Doctor. She misses those days. Sure, she still saves the world, but less by beating up Daleks and catapulting Cybermen and more through running a massively successful charity.\nOnly, she's on the run for her life and her charity is in trouble. Someone wants Dorothy dead. And Torchwood are coming to the rescue. Can Mr Colchester keep her safe on the magical streets of Venice?"", 'pt': ''}","[{'actor': 'Sophie Aldred', 'role': 'Dorothy McShane'}, {'actor': 'Paul Clayton', 'role': 'Mr Colchester'}, {'actor': 'Jack Forsyth-Noble', 'role': 'Assassin'}, {'actor': 'Safiyya Ingar', 'role': 'Elena'}]","[{'role': 'Senior Producer', 'person': 'David Richardson'}, {'role': 'Additional themes by', 'person': 'Ben Foster'}, {'role': 'Cover Art by', 'person': 'Sean Longmore'}, {'role': 'Director', 'person': 'Steven Kavuma'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Tim Foley'}, {'role': 'Sound Design by', 'person': 'Toby Hrycek-Robinson'}, {'role': 'Written by', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-83868-802-8,978-1-83868-803-5,BFPTWCD65,https://www.bigfinish.com/image/release/2559/large.jpg,https://www.youtube.com/embed/vT46lHmBZ3M,https://www.bigfinish.com/releases/v/torchwood-death-in-venice-2559
korgana,66,Torchwood: SUV,Torchwood - Monthly Range,,2022-10,62,"{'en': ""This title was released in October 2022. It will be exclusively available to buy from the Big Finish website until 31 December 2022, and on general sale after this date.\nA routine alien incursion in the Valleys goes horribly wrong. Toshiko Sato and Ianto Jones are trapped in the Torchwood SUV. There's a monster outside and it's determined to get in.\nCan Tosh and Ianto overcome their differences and save the world? More importantly, will the SUV keep them safe?"", 'pt': ''}","[{'actor': 'Gareth David-Lloyd', 'role': 'Ianto Jones'}, {'actor': 'Naoko Mori', 'role': 'Toshiko Sato'}, {'actor': 'Nigel Havers', 'role': 'The SUV'}]","[{'role': 'Senior Producer', 'person': 'David Richardson'}, {'role': 'Additional themes by', 'person': 'Ben Foster'}, {'role': 'Cover Art by', 'person': 'Sean Longmore'}, {'role': 'Director', 'person': 'Lisa Bowerman'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Tim Foley'}, {'role': 'Sound Design by', 'person': ""Shane O'Byrne @ The Soundhouse""}, {'role': 'Written by', 'person': 'Ash Darby'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-83868-804-2,978-1-83868-805-9,BFPTWCD66,https://www.bigfinish.com/image/release/2560/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-suv-2560
korgana,61,Torchwood: War Chest,Torchwood - Monthly Range,,2022-5,71,"{'en': ""It's the largest depository of alien artefacts ever assembled, ready to wage war against the heavens. Of course, they called it the Antebellum. Of course, they forgot about it.\nBut the Dow Cohort have rediscovered it. And tonight, they're breaking in. They have one hour and Toshiko Sato as a reluctant hostage. Can they steal Torchwood's greatest secret?"", 'pt': ''}","[{'actor': 'Naoko Mori', 'role': 'Toshiko Sato'}, {'actor': 'Tom Butcher', 'role': 'Vernon'}, {'actor': 'Samuel Clemens', 'role': 'Guard'}, {'actor': 'Bahvini Sheth', 'role': 'Nisha'}, {'actor': 'Homer Todiwala', 'role': 'Ed'}]","[{'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Senior Producer', 'person': 'David Richardson'}, {'role': 'Additional themes by', 'person': 'Ben Foster'}, {'role': 'Cover Art by', 'person': 'Sean Longmore'}, {'role': 'Director', 'person': 'Samuel Clemens'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Winfield'}, {'role': 'Sound Design by', 'person': 'Toby Hrycek-Robinson'}, {'role': 'Written by', 'person': 'Rossa McPhillips'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-83868-794-6,978-1-83868-795-3,BFPTWCD61,https://www.bigfinish.com/image/release/2555/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-war-chest-2555
korgana,62,Torchwood: Dead Plates,Torchwood - Monthly Range,,2022-6,73,"{'en': ""Bilis Manger has been murdered. And he's determined to find out who did it. Four people at dinner are the suspects, and they've each got murky secrets and at least one skeleton in the closet.\nWhat is really on the menu at one of Soho's finest restaurants? And will any of the suspects make it out alive?"", 'pt': ''}","[{'actor': 'Murray Melvin', 'role': 'Bilis Manger'}, {'actor': 'Rosa Escoda', 'role': 'Felicity Templeton'}, {'actor': 'Jack Forsyth-Noble', 'role': 'Policeman'}, {'actor': 'Dylan Jones', 'role': 'Tom'}, {'actor': 'Hugh Ross', 'role': 'Oliver Barleycorn'}, {'actor': 'Cleo Sylvestre', 'role': 'Beryl Finch'}, {'actor': 'Tony Turner', 'role': 'Gerald Spencer'}]","[{'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Senior Producer', 'person': 'David Richardson'}, {'role': 'Assistant Producer', 'person': 'Alfie Shaw'}, {'role': 'Cover Art by', 'person': 'Sean Longmore'}, {'role': 'Director', 'person': 'Lisa Bowerman'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'James Goss'}, {'role': 'Sound Design by', 'person': 'Toby Hrycek-Robinson'}, {'role': 'Written by', 'person': 'David Llewellyn'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}, {'role': 'Additional themes by', 'person': 'Ben Foster'}]","[{'en': '', 'pt': ''}]",978-1-83868-796-0,978-1-83868-797-7,BFPTWCD62,https://www.bigfinish.com/image/release/2556/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-dead-plates-2556
korgana,63,Torchwood: Restricted Items Archive Entries 031-049,Torchwood - Monthly Range,,2022-7,70,"{'en': ""The Restricted Items Archive is where all the items too dangerous for Torchwood are stored. Ianto Jones carefully catalogues each and every one. And he always works down there alone.\nOnly, something's not quite right. There's a secret in the Restricted Items Archive that won't be ignored any longer."", 'pt': ''}","[{'actor': 'Gareth David-Lloyd', 'role': 'Ianto Jones'}]","[{'role': 'Senior Producer', 'person': 'David Richardson'}, {'role': 'Additional themes by', 'person': 'Ben Foster'}, {'role': 'Cover Art by', 'person': 'Sean Longmore'}, {'role': 'Director', 'person': 'Steven Kavuma'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Lauren Mooney'}, {'role': 'Sound Design by', 'person': 'Toby Hrycek-Robinson'}, {'role': 'Written by', 'person': 'Maddie Wilson'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-83868-798-4,978-1-83868-799-1,BFPTWCD63,https://www.bigfinish.com/image/release/2557/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-restricted-items-archive-entries-031-049-2557
